PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10,koi_disposition
-0.34326130395013704,-0.07597024549650802,0.051422375598008434,0.2538491152626928,0.003980406678681374,-0.08124413940346079,-0.046743703310323896,-0.02275883100194964,0.01924992736915552,-0.009742543687635536,2
-0.34986513993268864,-0.07889410121711414,0.0520385573706853,0.2536231700394736,0.004117996825099807,-0.08266675596312578,0.09306407380049199,0.005998622482401739,0.026055437221367266,0.003545242244454438,2
-0.32180196339593053,-0.07656484994778026,0.002280535133500241,0.2885570498870147,-0.2187212319300608,-0.0991339712439792,-0.04676369775469006,-0.009863186087882536,2.735291456106991e-05,-0.020812451735330143,1
0.16106417653357874,0.768945790356176,0.15768073217462877,0.2310931360689664,0.325747098749906,-0.10231472664226147,-0.0004608505032166468,-0.06640777637477949,0.0033735054605159927,-0.03290329134155601,0
-0.35478620258360827,-0.07432880395203546,0.08273220522612611,0.23715758234449336,0.14191583796936602,-0.06525971465637875,-0.05305430600298073,-0.02548895112618971,0.04081367189625167,-0.04824818646429721,2
-0.3242663911120297,-0.07656662162248364,0.01019726229425611,0.2892061624819817,-0.18765288175612613,-0.10272171587770104,-0.04943953651639108,-0.016425685667549688,0.017578946500803723,-0.022119020640760573,2
-0.3291309911044969,-0.07975890152327317,0.010402882722013179,0.28894914960337886,-0.18805751290692935,-0.09477151287861785,0.08955031899241818,0.0027054633933473963,0.042828004804199224,-0.03589357751716774,2
-0.33440924156454194,-0.08293248281501137,0.010696542679609766,0.28867626800580753,-0.18837303318791687,-0.08860860865752894,0.2286128523628304,0.02356387038161833,0.06381903663143906,-0.04145147764770391,2
0.9388968782846097,0.336872302080512,-0.5679812123762621,0.0695088495755438,-0.1003503819040779,0.11557254831875347,0.03207809938185165,-0.06455377740333099,-0.08247707659240257,0.006264844983881691,0
-0.36534888588010667,-0.07364003476939766,0.10257173455264557,0.23523551612631222,0.22352698363558485,-0.11242256527728468,-0.05117934251356696,-0.013356856374735854,0.04680325700323049,0.010387791735988033,2
-0.3603695704460886,-0.01950675049389106,0.12354904193157237,0.2846703142148343,0.22282553035132202,0.23517436660359237,-0.12601999199102476,0.40557476848581514,0.02736617773388488,-0.02481928219392263,2
0.20294971585559826,0.8364997553490746,0.09712411883686083,0.24772482207195823,0.007735006527862404,0.32884057937893574,-0.09933941437319882,0.44757295689358106,0.047870959267702066,-0.007164741579255193,2
-0.3607416507364001,-0.052828165037792724,0.08483864887878556,-0.1744026029276694,0.4248230666007294,0.10459400702654796,-0.08737808362153589,0.13895382353987742,0.06356608179230445,-0.04651806521575775,2
