kepid,kepoi_name,kepler_name,koi_disposition,koi_pdisposition,koi_score,koi_period,koi_time0bk,koi_impact,koi_duration,koi_depth,koi_prad,koi_teq,koi_insol,koi_model_snr,koi_tce_plnt_num,koi_tce_delivname,koi_steff,koi_slogg,koi_srad,ra,dec,koi_kepmag
10797460,K00752.01,Kepler-227 b,2,1,1.0,9.48803557,170.53875,0.146,2.9575,615.8,2.26,793.0,93.59,35.8,1.0,q1_q17_dr25_tce,5455.0,4.467,0.927,291.93423,48.141651,15.347
10797460,K00752.02,Kepler-227 c,2,1,0.969,54.4183827,162.51384,0.586,4.507,874.8,2.83,443.0,9.11,25.8,2.0,q1_q17_dr25_tce,5455.0,4.467,0.927,291.93423,48.141651,15.347
10811496,K00753.01,,1,1,0.0,19.89913995,175.850252,0.969,1.7822,10829.0,14.6,638.0,39.3,76.3,1.0,q1_q17_dr25_tce,5853.0,4.544,0.868,297.00482,48.134129,15.436
10854555,K00755.01,Kepler-664 b,2,1,1.0,2.525591777,171.59555,0.701,1.6545,603.3,2.75,1406.0,926.16,40.9,1.0,q1_q17_dr25_tce,6031.0,4.438,1.046,288.75488,48.2262,15.509
10872983,K00756.01,Kepler-228 d,2,1,1.0,11.09432054,171.20116,0.538,4.5945,1517.5,3.9,835.0,114.81,66.5,1.0,q1_q17_dr25_tce,6046.0,4.486,0.972,296.28613,48.22467,15.714
10872983,K00756.02,Kepler-228 c,2,1,1.0,4.13443512,172.97937,0.762,3.1402,686.0,2.77,1160.0,427.65,40.2,2.0,q1_q17_dr25_tce,6046.0,4.486,0.972,296.28613,48.22467,15.714
10872983,K00756.03,Kepler-228 b,2,1,0.992,2.56658897,179.55437,0.755,2.429,226.5,1.59,1360.0,807.74,15.0,3.0,q1_q17_dr25_tce,6046.0,4.486,0.972,296.28613,48.22467,15.714
10910878,K00757.01,Kepler-229 c,2,1,1.0,16.06864674,173.621937,0.052,3.5347,4914.3,5.76,600.0,30.75,161.9,1.0,q1_q17_dr25_tce,5031.0,4.485,0.848,286.99948,48.37579,15.841
11446443,K00001.01,Kepler-1 b,2,1,0.811,2.470613377,122.763305,0.818,1.74319,14231.0,13.04,1339.0,761.46,4304.3,1.0,q1_q17_dr25_tce,5820.0,4.457,0.964,286.80847,49.316399,11.338
6922244,K00010.01,Kepler-8 b,2,1,0.998,3.522498429,121.1194228,0.631,3.19843,9145.7,14.59,1521.0,1264.67,1741.5,1.0,q1_q17_dr25_tce,6225.0,4.169,1.451,281.28812,42.45108,13.563
10984090,K00112.02,Kepler-466 c,2,1,1.0,3.709214104,133.98318,0.051,2.6302,131.1,1.16,1206.0,500.46,50.6,2.0,q1_q17_dr25_tce,5833.0,4.407,1.022,295.64871,48.49556,12.772
10526549,K00746.01,Kepler-660 b,2,1,1.0,9.27358173,173.258155,0.387,3.2875,1288.3,2.47,649.0,41.85,87.2,1.0,q1_q17_dr25_tce,4856.0,4.583,0.696,288.13824,47.724449,15.302
10583066,K00747.01,Kepler-661 b,2,1,1.0,6.02930329,171.602959,0.258,1.5821,1912.7,2.85,678.0,50.04,65.4,1.0,q1_q17_dr25_tce,4537.0,4.648,0.672,283.71088,47.86327,15.784
10601284,K00749.01,Kepler-226 c,2,1,1.0,5.349553819,171.80694,0.092,3.0278,831.0,2.55,919.0,168.99,60.6,1.0,q1_q17_dr25_tce,5185.0,4.44,0.91,292.37613,47.880989,15.416
10601284,K00749.02,Kepler-226 b,2,1,0.98,3.94105221,136.08662,0.226,2.5984,363.3,1.7,1018.0,253.15,28.9,2.0,q1_q17_dr25_tce,5185.0,4.44,0.91,292.37613,47.880989,15.416
10601284,K00749.03,Kepler-226 d,2,1,0.971,8.10904807,132.8031,0.025,3.596,217.4,1.3,800.0,97.03,14.1,3.0,q1_q17_dr25_tce,5185.0,4.44,0.91,292.37613,47.880989,15.416
10662202,K00750.01,Kepler-662 b,2,1,1.0,21.67699193,171.53594,0.896,3.4555,857.2,2.95,530.0,18.64,34.3,1.0,q1_q17_dr25_tce,4954.0,4.5,0.828,290.46512,47.92918,15.377
10682541,K00751.01,Kepler-663 b,2,1,1.0,4.99677968,171.74208,0.71,2.1717,934.7,2.78,917.0,166.95,28.2,1.0,q1_q17_dr25_tce,5339.0,4.552,0.847,297.80826,47.946671,15.861
11460018,K00769.01,Kepler-671 b,2,1,1.0,4.280963604,171.89659,0.424,2.875,750.8,2.3,1012.0,247.87,61.8,1.0,q1_q17_dr25_tce,5644.0,4.564,0.831,294.26581,49.314091,15.356
11507101,K00773.01,Kepler-672 b,2,1,1.0,38.3775486,172.82048,0.468,5.588,724.2,2.82,529.0,18.53,34.7,1.0,q1_q17_dr25_tce,5481.0,4.369,1.036,291.72202,49.480869,15.172
10910878,K00757.02,Kepler-229 d,2,1,0.992,41.19725502,165.00404,0.045,4.6297,2213.9,3.86,439.0,8.76,51.2,2.0,q1_q17_dr25_tce,5031.0,4.485,0.848,286.99948,48.37579,15.841
10910878,K00757.03,Kepler-229 b,2,1,1.0,6.252962249,171.30126,0.105,2.5819,1036.9,2.65,823.0,108.3,47.1,3.0,q1_q17_dr25_tce,5031.0,4.485,0.848,286.99948,48.37579,15.841
10987985,K00758.01,Kepler-665 b,2,1,1.0,16.01308419,176.3608,0.799,3.2554,1121.9,3.1,593.0,29.31,33.2,1.0,q1_q17_dr25_tce,5015.0,4.499,0.826,297.02563,48.478588,15.39
11018648,K00759.01,Kepler-230 b,2,1,1.0,32.62876672,194.1019,0.021,4.7971,1804.8,3.36,506.0,15.55,80.0,1.0,q1_q17_dr25_tce,5586.0,4.56,0.798,285.71854,48.505859,15.082
11018648,K00759.02,Kepler-230 c,2,1,0.978,91.7732862,193.8378,0.606,6.473,652.0,2.12,359.0,3.92,19.1,2.0,q1_q17_dr25_tce,5586.0,4.56,0.798,285.71854,48.505859,15.082
11138155,K00760.01,Kepler-1976 b,2,1,1.0,4.959319244,172.2585292,0.831,2.22739,9802.0,12.21,1103.0,349.4,696.5,1.0,q1_q17_dr25_tce,5712.0,4.359,1.082,292.16705,48.727589,15.263
11153539,K00762.01,Kepler-666 b,2,1,1.0,4.49876511,171.34905,0.312,3.7362,460.0,2.1,1133.0,389.62,29.5,1.0,q1_q17_dr25_tce,6075.0,4.486,0.969,298.45685,48.791592,15.395
9579641,K00115.01,Kepler-105 b,2,1,1.0,5.412203927,133.143089,0.787,2.9472,601.6,2.94,1093.0,337.68,166.7,1.0,q1_q17_dr25_tce,5779.0,4.339,1.087,287.88733,46.276241,12.791
11304958,K00764.01,Kepler-667 b,2,1,0.998,41.43958662,208.93203,0.355,10.5989,2793.1,5.5,516.0,16.72,141.1,1.0,q1_q17_dr25_tce,5468.0,4.367,1.046,295.55505,49.017342,15.4
11391957,K00765.01,Kepler-668 b,2,1,1.0,8.35389523,171.63257,0.023,2.2514,1041.6,2.52,790.0,91.9,43.4,1.0,q1_q17_dr25_tce,5592.0,4.582,0.787,285.49924,49.277351,15.317
11403044,K00766.01,Kepler-669 b,2,1,1.0,4.125543472,169.752585,0.597,3.1744,1487.3,4.43,1243.0,565.35,128.6,1.0,q1_q17_dr25_tce,6174.0,4.417,1.103,291.93616,49.253979,15.506
11414511,K00767.01,Kepler-670 b,2,1,1.0,2.816504904,170.9676846,0.105,2.50587,16814.0,12.21,1219.0,521.13,1406.8,1.0,q1_q17_dr25_tce,5532.0,4.452,0.955,297.01547,49.225288,15.052
12110942,K00786.01,Kepler-680 b,2,1,1.0,3.689920099,170.36571,0.151,2.6557,426.7,1.89,1147.0,408.99,35.6,1.0,q1_q17_dr25_tce,5880.0,4.518,0.917,291.62241,50.61824,15.242
12366084,K00787.01,Kepler-232 b,2,1,1.0,4.431238488,171.015,0.405,3.15,1010.9,3.25,1104.0,351.23,71.1,1.0,q1_q17_dr25_tce,5714.0,4.428,1.015,295.81616,51.121738,15.367
12366084,K00787.02,Kepler-232 c,2,1,1.0,11.37936986,133.84992,0.911,2.6255,1023.5,3.95,806.0,99.68,37.9,2.0,q1_q17_dr25_tce,5714.0,4.428,1.015,295.81616,51.121738,15.367
12404086,K00788.01,Kepler-681 b,2,1,1.0,26.39432897,176.05459,0.602,3.573,1510.9,3.07,489.0,13.49,48.2,1.0,q1_q17_dr25_tce,5129.0,4.595,0.763,289.39972,51.25032,15.234
8395660,K00116.01,Kepler-106 c,2,1,1.0,13.57078281,136.279194,0.866,3.3539,511.7,2.64,785.0,89.61,88.4,1.0,q1_q17_dr25_tce,5854.0,4.406,1.012,300.86398,44.337551,12.882
9579641,K00115.02,Kepler-105 c,2,1,1.0,7.12594387,139.00492,0.898,3.0014,192.4,1.79,997.0,233.31,47.1,2.0,q1_q17_dr25_tce,5779.0,4.339,1.087,287.88733,46.276241,12.791
11754553,K00775.01,Kepler-52 c,2,1,1.0,16.38489988,172.72782,0.001,3.0249,1127.1,2.0,433.0,8.35,28.9,2.0,q1_q17_dr25_tce,4126.0,4.661,0.615,286.73804,49.97575,15.095
11754553,K00775.02,Kepler-52 b,2,1,1.0,7.8774163,176.3759,0.041,2.0805,1306.1,2.16,553.0,22.18,38.7,1.0,q1_q17_dr25_tce,4126.0,4.661,0.615,286.73804,49.97575,15.095
11754553,K00775.03,Kepler-52 d,2,1,1.0,36.4454001,151.60125,0.028,4.007,1122.3,1.99,332.0,2.88,21.7,3.0,q1_q17_dr25_tce,4126.0,4.661,0.615,286.73804,49.97575,15.095
11812062,K00776.01,Kepler-673 b,2,1,1.0,3.728732147,171.793255,0.558,2.683,5226.5,6.02,1023.0,258.34,345.2,1.0,q1_q17_dr25_tce,5497.0,4.577,0.809,290.78574,50.054119,15.523
11818800,K00777.01,,1,1,0.999,40.4195037,173.56469,0.911,3.362,6256.0,7.51,467.0,11.29,36.9,1.0,q1_q17_dr25_tce,5446.0,4.507,0.781,294.31686,50.080231,15.487
11853255,K00778.01,Kepler-674 b,2,1,1.0,2.243380573,170.679233,0.915,1.1196,821.7,1.99,822.0,107.6,38.9,1.0,q1_q17_dr25_tce,4149.0,4.698,0.564,285.17621,50.149818,15.135
11918099,K00780.01,Kepler-675 b,2,1,1.0,2.337437946,171.761982,0.28,1.9982,971.2,2.34,1070.0,311.16,82.4,1.0,q1_q17_dr25_tce,5005.0,4.595,0.765,293.83331,50.23035,15.334
11918099,K00780.02,,1,1,0.993,7.2406612,137.75545,1.198,0.558,556.4,19.45,734.0,68.63,13.7,2.0,q1_q17_dr25_tce,5005.0,4.595,0.765,293.83331,50.23035,15.334
9579641,K00115.03,,1,1,0.871,3.43591631,132.6624,0.624,3.133,23.2,0.55,1272.0,617.61,8.7,3.0,q1_q17_dr25_tce,5779.0,4.339,1.087,287.88733,46.276241,12.791
11923270,K00781.01,Kepler-676 b,2,1,1.0,11.59822233,180.395376,0.679,2.5237,2804.5,2.65,396.0,5.82,71.0,1.0,q1_q17_dr25_tce,3688.0,4.79,0.473,296.22195,50.28722,15.937
11960862,K00782.01,Kepler-677 b,2,1,1.0,6.575315881,173.634044,0.39,4.3084,2793.3,5.31,1015.0,251.38,221.1,1.0,q1_q17_dr25_tce,5992.0,4.415,0.989,290.09805,50.321609,15.312
12020329,K00783.01,Kepler-678 b,2,1,1.0,7.275040844,169.994217,0.547,7.5377,3001.0,4.86,833.0,113.64,312.1,1.0,q1_q17_dr25_tce,5485.0,4.556,0.867,295.45529,50.49456,15.08
12066335,K00784.01,Kepler-231 c,2,1,1.0,19.27153892,186.77093,0.031,2.7594,1219.8,1.93,393.0,5.66,37.1,1.0,q1_q17_dr25_tce,4077.0,4.702,0.56,293.97336,50.53191,15.385
12066335,K00784.02,Kepler-231 b,2,1,1.0,10.06524317,136.28906,0.628,1.369,1053.3,1.91,488.0,13.43,30.3,2.0,q1_q17_dr25_tce,4077.0,4.702,0.56,293.97336,50.53191,15.385
12070811,K00785.01,Kepler-679 b,2,1,1.0,12.3935651,178.74725,0.883,3.8896,916.6,2.66,677.0,49.68,35.8,1.0,q1_q17_dr25_tce,5557.0,4.603,0.75,296.02133,50.56778,15.505
8395660,K00116.02,Kepler-106 e,2,1,0.998,43.84439721,151.93538,0.852,6.802,615.2,2.87,531.0,18.77,83.7,2.0,q1_q17_dr25_tce,5854.0,4.406,1.012,300.86398,44.337551,12.882
3342970,K00800.01,Kepler-234 b,2,1,1.0,2.711504086,170.03417,0.023,3.0099,837.5,3.12,1420.0,960.79,64.5,1.0,q1_q17_dr25_tce,6214.0,4.442,1.076,291.65353,38.494659,15.541
3342970,K00800.02,Kepler-234 c,2,1,1.0,7.21203748,172.81782,0.012,4.0491,950.4,3.32,1025.0,260.58,51.5,2.0,q1_q17_dr25_tce,6214.0,4.442,1.076,291.65353,38.494659,15.541
12470844,K00790.01,Kepler-233 b,2,1,1.0,8.47237911,174.16212,0.022,2.7245,1123.5,2.59,751.0,75.44,47.6,1.0,q1_q17_dr25_tce,5354.0,4.587,0.788,296.36652,51.319519,15.339
12470844,K00790.02,Kepler-233 c,2,1,0.989,60.4189369,181.16367,0.094,5.039,931.3,2.36,390.0,5.49,20.1,2.0,q1_q17_dr25_tce,5354.0,4.587,0.788,296.36652,51.319519,15.339
12644822,K00791.01,Kepler-682 b,2,1,1.0,12.611904345,180.892284,0.55,5.1497,6105.6,7.4,753.0,76.15,277.2,1.0,q1_q17_dr25_tce,5795.0,4.508,0.919,289.11221,51.737381,15.14
2713049,K00794.01,Kepler-683 b,2,1,1.0,2.539183147,169.67494,0.238,2.4282,382.1,2.06,1332.0,743.09,38.9,1.0,q1_q17_dr25_tce,5519.0,4.35,1.062,291.43997,37.905659,15.026
3114167,K00795.01,Kepler-684 b,2,1,1.0,6.770300385,170.57662,0.838,2.0844,1304.0,2.77,812.0,102.87,50.8,1.0,q1_q17_dr25_tce,5653.0,4.656,0.679,290.87051,38.273628,15.591
3115833,K00797.01,,1,1,1.0,10.181584004,177.141891,0.92,3.5089,5741.1,7.73,812.0,102.91,183.6,1.0,q1_q17_dr25_tce,5988.0,4.541,0.836,291.28195,38.241669,15.657
4139816,K00812.02,Kepler-235 d,2,1,1.0,20.06036336,147.46554,0.556,3.3203,1494.7,1.96,361.0,4.0,35.2,2.0,q1_q17_dr25_tce,3950.0,4.754,0.493,286.07913,39.27832,15.954
4139816,K00812.03,Kepler-235 e,2,1,1.0,46.1842039,165.23729,0.013,4.758,1394.7,1.83,273.0,1.32,26.0,3.0,q1_q17_dr25_tce,3950.0,4.754,0.493,286.07913,39.27832,15.954
8395660,K00116.04,Kepler-106 d,2,1,0.952,23.9800854,147.537,0.95,5.351,104.0,1.31,649.0,41.94,17.1,4.0,q1_q17_dr25_tce,5854.0,4.406,1.012,300.86398,44.337551,12.882
4139816,K00812.04,Kepler-235 c,2,1,0.994,7.82502168,136.54995,0.708,2.186,520.8,1.2,494.0,14.05,15.9,4.0,q1_q17_dr25_tce,3950.0,4.754,0.493,286.07913,39.27832,15.954
4275191,K00813.01,Kepler-688 b,2,1,1.0,3.895936525,170.527552,0.524,2.3111,8544.8,7.34,1005.0,241.62,370.8,1.0,q1_q17_dr25_tce,5557.0,4.592,0.774,294.65524,39.308361,15.725
4476123,K00814.01,Kepler-689 b,2,1,0.999,22.36646466,175.45862,0.4,5.228,986.8,2.32,536.0,19.45,32.1,1.0,q1_q17_dr25_tce,5395.0,4.615,0.734,294.71063,39.52174,15.583
3351888,K00801.01,Kepler-685 b,2,1,1.0,1.625522174,170.8266564,0.076,2.38963,7969.0,9.73,1579.0,1467.41,799.7,1.0,q1_q17_dr25_tce,5539.0,4.322,1.106,293.87192,38.422939,15.001
3453214,K00802.01,,1,1,1.0,19.620346923,181.881819,0.458,2.0038,21725.0,13.6,643.0,40.39,340.5,1.0,q1_q17_dr25_tce,5710.0,4.492,0.905,293.81619,38.563568,15.562
3641726,K00804.01,Kepler-1727 b,2,1,1.0,9.02930689,177.20422,0.024,3.1449,1019.8,2.57,757.0,77.75,53.9,1.0,q1_q17_dr25_tce,5349.0,4.526,0.82,290.33362,38.72823,15.387
3832474,K00806.01,Kepler-30 d,2,1,1.0,143.2063047,154.23552,0.379,8.9302,10566.0,8.9,308.0,2.14,138.8,2.0,q1_q17_dr25_tce,5485.0,4.556,0.867,285.28363,38.947281,15.403
8395660,K00116.03,Kepler-106 b,2,1,0.95,6.164876,135.63916,0.646,3.262,55.8,0.79,1021.0,256.35,14.4,3.0,q1_q17_dr25_tce,5854.0,4.406,1.012,300.86398,44.337551,12.882
3832474,K00806.02,Kepler-30 c,2,1,0.745,60.32494216,243.892578,0.224,6.6188,20280.0,12.19,411.0,6.77,347.2,1.0,q1_q17_dr25_tce,5485.0,4.556,0.867,285.28363,38.947281,15.403
3832474,K00806.03,Kepler-30 b,2,1,,29.1598615,150.69922,0.3619,4.803,488.0,1.91,524.0,17.85,11.6,,,5485.0,4.556,0.867,285.28363,38.947281,15.403
3935914,K00809.01,Kepler-686 b,2,1,1.0,1.594745374,170.6483505,0.514,1.9604,15044.0,11.3,1539.0,1329.42,1009.3,1.0,q1_q17_dr25_tce,5934.0,4.491,0.893,285.21381,39.027481,15.53
3940418,K00810.01,Kepler-1728 b,2,1,1.0,4.783002698,170.508434,0.003,2.335,1008.7,2.5,886.0,145.48,70.6,1.0,q1_q17_dr25_tce,5170.0,4.574,0.807,287.09399,39.060719,15.119
4049131,K00811.01,Kepler-687 b,2,1,1.0,20.50588921,181.43428,0.26,4.0595,2105.5,3.41,518.0,17.06,78.5,1.0,q1_q17_dr25_tce,4905.0,4.544,0.761,289.31543,39.153278,15.398
4139816,K00812.01,Kepler-235 b,2,1,1.0,3.340218842,171.979062,0.466,1.9104,1632.6,2.03,656.0,43.73,71.6,1.0,q1_q17_dr25_tce,3950.0,4.754,0.493,286.07913,39.27832,15.954
5358241,K00829.01,Kepler-53 b,2,1,1.0,18.64932728,174.771,0.08,4.4056,893.6,3.12,701.0,57.13,46.1,1.0,q1_q17_dr25_tce,5775.0,4.405,1.053,290.46176,40.562462,15.386
10875245,K00117.02,Kepler-107 c,2,1,1.0,4.90144976,138.60548,0.529,4.1654,140.7,1.7,1262.0,598.74,50.6,3.0,q1_q17_dr25_tce,5847.0,4.191,1.402,297.02826,48.208611,12.487
5358241,K00829.02,Kepler-53 d,2,1,0.998,9.75192101,138.78608,0.949,4.793,418.0,2.76,870.0,135.66,28.5,3.0,q1_q17_dr25_tce,5775.0,4.405,1.053,290.46176,40.562462,15.386
5358241,K00829.03,Kepler-53 c,2,1,1.0,38.5576546,163.85063,0.911,5.794,993.0,4.02,550.0,21.71,39.7,2.0,q1_q17_dr25_tce,5775.0,4.405,1.053,290.46176,40.562462,15.386
5358624,K00830.01,Kepler-428 b,2,1,0.99,3.525632539,170.0479951,0.12,2.59959,22335.0,11.58,975.0,213.12,1996.7,1.0,q1_q17_dr25_tce,5150.0,4.572,0.793,290.58173,40.5774,15.224
4544670,K00815.01,,1,1,1.0,34.84398644,172.633252,0.934,2.9315,4523.6,7.61,511.0,16.1,76.8,1.0,q1_q17_dr25_tce,5509.0,4.482,0.871,285.92001,39.624828,15.684
4664847,K00816.01,Kepler-690 b,2,1,1.0,7.748094239,174.997206,0.517,3.5957,2472.1,5.52,964.0,204.39,113.2,1.0,q1_q17_dr25_tce,5973.0,4.439,1.085,294.4899,39.771439,15.67
4725681,K00817.01,Kepler-236 c,2,1,1.0,23.96793669,186.22182,0.416,3.827,1182.3,1.8,329.0,2.77,27.5,1.0,q1_q17_dr25_tce,3747.0,4.728,0.524,283.86639,39.898079,15.414
4725681,K00817.02,Kepler-236 b,2,1,0.995,8.29561738,135.79284,0.888,1.3421,824.3,1.82,469.0,11.39,17.9,2.0,q1_q17_dr25_tce,3747.0,4.728,0.524,283.86639,39.898079,15.414
4913852,K00818.01,Kepler-691 b,2,1,1.0,8.11437482,176.33968,0.573,2.2736,1558.0,2.1,460.0,10.55,56.4,1.0,q1_q17_dr25_tce,3692.0,4.753,0.517,288.81201,40.033401,15.877
4936180,K00820.01,,1,1,0.0,4.64090031,173.64638,1.28,35.512,2450.6,30.09,1155.0,421.08,296.9,1.0,q1_q17_dr25_tce,6463.0,4.5,0.826,295.11371,40.071171,15.27
10875245,K00117.01,Kepler-107 e,2,1,0.992,14.74914825,138.77799,0.173,6.0995,430.2,2.89,874.0,137.91,107.4,1.0,q1_q17_dr25_tce,5847.0,4.191,1.402,297.02826,48.208611,12.487
5021899,K00821.01,Kepler-692 b,2,1,1.0,21.81295996,174.01085,0.053,4.3791,1175.4,3.38,639.0,39.33,37.8,1.0,q1_q17_dr25_tce,5601.0,4.41,0.999,294.77686,40.15374,15.54
5115978,K00823.01,,1,1,,1.028436523,170.228582,1.5734,1.8606,8098.0,72.77,1947.0,3400.48,89.6,,,6228.0,4.428,0.99,296.00699,40.295429,15.202
5164255,K00824.01,Kepler-693 b,2,1,1.0,15.37562369,173.61402,0.692,3.3169,15337.0,11.01,600.0,30.54,166.0,1.0,q1_q17_dr25_tce,4986.0,4.496,0.833,283.25354,40.358189,16.422
5252423,K00825.01,Kepler-237 c,2,1,1.0,8.10363271,176.9486,0.047,3.161,887.9,2.11,687.0,52.82,39.3,1.0,q1_q17_dr25_tce,4861.0,4.574,0.732,283.22141,40.421829,15.289
5252423,K00825.02,Kepler-237 b,2,1,1.0,4.71510843,134.96178,0.258,2.506,417.5,1.46,823.0,108.84,21.3,2.0,q1_q17_dr25_tce,4861.0,4.574,0.732,283.22141,40.421829,15.289
5272878,K00826.01,Kepler-694 b,2,1,1.0,6.365839713,171.13575,0.524,2.9721,780.7,2.44,914.0,165.33,70.8,1.0,q1_q17_dr25_tce,5776.0,4.554,0.849,291.14951,40.420521,15.09
5651104,K00840.01,Kepler-695 b,2,1,1.0,3.04033046,169.9490106,0.736,1.8411,10859.0,8.99,1021.0,257.29,568.2,1.0,q1_q17_dr25_tce,5035.0,4.519,0.791,299.3161,40.82238,15.028
5792202,K00841.01,Kepler-27 b,2,1,1.0,15.33528675,174.00278,0.773,3.897,3081.4,5.0,610.0,32.67,86.6,2.0,q1_q17_dr25_tce,5251.0,4.581,0.817,292.23676,41.08588,15.855
10875245,K00117.04,Kepler-107 d,2,1,0.998,7.95825328,137.80219,0.706,4.377,50.0,1.06,1074.0,314.15,14.7,4.0,q1_q17_dr25_tce,5847.0,4.191,1.402,297.02826,48.208611,12.487
5792202,K00841.02,Kepler-27 c,2,1,1.0,31.33046135,153.43031,0.798,5.176,5073.8,6.5,481.0,12.61,117.2,1.0,q1_q17_dr25_tce,5251.0,4.581,0.817,292.23676,41.08588,15.855
5436502,K00834.01,Kepler-238 e,2,1,0.999,23.65369415,171.376107,0.008,8.2183,3341.8,7.89,731.0,67.65,266.3,1.0,q1_q17_dr25_tce,5739.0,4.191,1.384,287.89713,40.637821,15.084
5436502,K00834.02,Kepler-238 d,2,1,0.996,13.23352214,140.32196,0.014,6.7372,504.6,3.06,888.0,146.67,49.1,2.0,q1_q17_dr25_tce,5739.0,4.191,1.384,287.89713,40.637821,15.084
5436502,K00834.03,Kepler-238 c,2,1,0.997,6.15560285,134.81656,0.235,4.9843,285.0,2.32,1146.0,406.94,35.1,3.0,q1_q17_dr25_tce,5739.0,4.191,1.384,287.89713,40.637821,15.084
5436502,K00834.04,Kepler-238 b,2,1,1.0,2.090811305,134.17462,0.746,3.388,115.9,1.62,1642.0,1718.04,19.9,5.0,q1_q17_dr25_tce,5739.0,4.191,1.384,287.89713,40.637821,15.084
10875245,K00117.03,Kepler-107 b,2,1,0.995,3.180027898,133.49863,0.196,3.5797,120.3,1.53,1458.0,1066.86,50.4,2.0,q1_q17_dr25_tce,5847.0,4.191,1.402,297.02826,48.208611,12.487
5436502,K00834.05,Kepler-238 f,2,1,0.989,50.4467417,178.5014,0.379,7.159,370.3,2.67,568.0,24.64,19.4,4.0,q1_q17_dr25_tce,5739.0,4.191,1.384,287.89713,40.637821,15.084
5456651,K00835.01,Kepler-239 b,2,1,1.0,11.76307164,180.93613,0.048,2.9076,1037.3,2.35,616.0,33.99,48.9,1.0,q1_q17_dr25_tce,4959.0,4.603,0.756,294.20215,40.66341,15.208
5456651,K00835.02,Kepler-239 c,2,1,0.878,56.2279271,132.29259,0.7,3.57,862.7,2.37,366.0,4.22,20.9,2.0,q1_q17_dr25_tce,4959.0,4.603,0.756,294.20215,40.66341,15.208
5531576,K00837.01,Kepler-240 c,2,1,1.0,7.953547,174.66224,0.3,2.6312,875.4,2.25,696.0,55.37,38.4,1.0,q1_q17_dr25_tce,4768.0,4.536,0.779,291.15878,40.750271,15.66
5531576,K00837.02,Kepler-240 b,2,1,1.0,4.14451656,135.92831,0.004,2.3421,391.8,1.48,864.0,132.08,22.8,2.0,q1_q17_dr25_tce,4768.0,4.536,0.779,291.15878,40.750271,15.66
6291653,K00850.01,Kepler-702 b,2,1,0.999,10.526294577,176.522462,0.644,2.5211,9768.0,8.24,713.0,61.16,482.3,1.0,q1_q17_dr25_tce,5386.0,4.553,0.793,293.87811,41.66177,15.305
6392727,K00851.01,Kepler-703 b,2,1,1.0,4.583520948,169.973972,0.045,2.7055,3812.1,5.39,1038.0,274.98,99.5,1.0,q1_q17_dr25_tce,5815.0,4.54,0.877,299.18686,41.74268,15.287
6422070,K00852.01,Kepler-704 b,2,1,0.876,3.76181843,171.90364,0.926,3.5176,510.6,2.66,1121.0,372.62,35.9,1.0,q1_q17_dr25_tce,5653.0,4.472,0.949,283.31638,41.83712,15.257
6428700,K00853.01,Kepler-242 b,2,1,1.0,8.20396958,169.69138,0.823,2.9667,1024.4,3.01,742.0,71.5,54.4,1.0,q1_q17_dr25_tce,5015.0,4.499,0.826,286.5657,41.808399,15.376
6428700,K00853.02,Kepler-242 c,2,1,1.0,14.49645186,143.41659,0.97,4.016,647.5,3.01,613.0,33.48,25.7,2.0,q1_q17_dr25_tce,5015.0,4.499,0.826,286.5657,41.808399,15.376
5792202,K00841.03,Kepler-27 d,2,1,1.0,6.54626149,133.85964,0.644,2.75,655.9,2.19,810.0,101.78,24.8,3.0,q1_q17_dr25_tce,5251.0,4.581,0.817,292.23676,41.08588,15.855
5794379,K00842.01,Kepler-241 b,2,1,1.0,12.71809866,175.35526,0.427,3.0957,1149.4,2.31,562.0,23.6,52.7,1.0,q1_q17_dr25_tce,4702.0,4.592,0.686,292.91312,41.060921,15.389
5794379,K00842.02,Kepler-241 c,2,1,0.999,36.06588163,198.58423,0.26,4.3246,1563.8,2.64,397.0,5.88,51.7,2.0,q1_q17_dr25_tce,4702.0,4.592,0.686,292.91312,41.060921,15.389
5881688,K00843.01,Kepler-696 b,2,1,1.0,4.190425659,171.44122,0.458,2.8589,2877.4,6.21,1234.0,547.9,240.6,1.0,q1_q17_dr25_tce,6073.0,4.392,1.135,293.49661,41.137589,15.27
6022556,K00844.01,Kepler-697 b,2,1,1.0,3.709870784,171.987982,0.023,3.0694,2020.3,4.35,1151.0,415.1,116.1,1.0,q1_q17_dr25_tce,5727.0,4.463,0.978,283.86441,41.346458,15.581
6032497,K00845.01,Kepler-698 b,2,1,1.0,16.3297527,177.29506,0.791,6.271,1187.5,3.75,727.0,66.08,74.6,1.0,q1_q17_dr25_tce,5878.0,4.444,0.987,288.51001,41.301769,15.447
6061119,K00846.01,Kepler-699 b,2,1,0.985,27.807566216,186.713552,0.782,4.21587,25391.0,13.84,554.0,22.24,748.1,1.0,q1_q17_dr25_tce,5862.0,4.584,0.785,296.88821,41.396091,15.482
6191521,K00847.01,Kepler-700 b,2,1,0.942,80.8723469,203.895,0.527,11.195,3604.6,7.59,452.0,9.88,160.9,1.0,q1_q17_dr25_tce,5510.0,4.222,1.238,287.1543,41.565788,15.201
